,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
CD3E1,0,0.687439786,0.642,0.15,0,4,CD3E
CD3D1,0,0.685505445,0.612,0.184,0,4,CD3D
DUSP2,0,0.678992007,0.734,0.356,0,4,DUSP2
ETS11,0,0.677766995,0.728,0.209,0,4,ETS1
IFITM11,0,0.669759272,0.653,0.176,0,4,IFITM1
TRBC21,0,0.656215143,0.699,0.239,0,4,TRBC2
CD3G1,0,0.64482662,0.562,0.136,0,4,CD3G
GZMK,0,0.61241861,0.318,0.024,0,4,GZMK
C12orf75,0,0.611978164,0.6,0.143,0,4,C12orf75
PPP2R5C,0,0.595361894,0.757,0.403,0,4,PPP2R5C
CD21,0,0.588689299,0.569,0.128,0,4,CD2
SAMD3,0,0.580733316,0.511,0.041,0,4,SAMD3
PLAAT41,0,0.564614326,0.653,0.26,0,4,PLAAT4
SYNE1,0,0.562876097,0.512,0.089,0,4,SYNE1
LYAR,0,0.557594605,0.554,0.149,0,4,LYAR
CALM11,0,0.552919351,0.996,0.893,0,4,CALM1
ABHD17A,0,0.546672155,0.657,0.292,0,4,ABHD17A
HLA-F1,0,0.542725357,0.686,0.29,0,4,HLA-F
TRDC,0,0.53282547,0.343,0.026,0,4,TRDC
RUNX3,0,0.5323227,0.597,0.203,0,4,RUNX3
CD521,0,0.518628293,0.928,0.689,0,4,CD52
KLRK1,0,0.512101288,0.443,0.036,0,4,KLRK1
HOPX1,0,0.508619701,0.564,0.199,0,4,HOPX
CMC1,0,0.498314794,0.447,0.165,0,4,CMC1
IFITM2,0,0.49430561,0.93,0.776,0,4,IFITM2
FCGR3A,0,0.489223683,0.38,0.053,0,4,FCGR3A
TUBA4A,0,0.484809365,0.513,0.177,0,4,TUBA4A
RORA1,0,0.483750835,0.472,0.08,0,4,RORA
CD691,0,0.482328222,0.902,0.658,0,4,CD69
CD8A,0,0.47953978,0.361,0.039,0,4,CD8A
SPON2,0,0.479287836,0.382,0.083,0,4,SPON2
CLIC3,0,0.471904582,0.343,0.026,0,4,CLIC3
IFNG,0,0.471062275,0.287,0.015,0,4,IFNG
TRAC1,0,0.4583377,0.471,0.146,0,4,TRAC
LINC01871,0,0.458000781,0.386,0.023,0,4,LINC01871
IL2RG,0,0.454757116,0.728,0.471,0,4,IL2RG
CD481,0,0.451148486,0.78,0.482,0,4,CD48
LCK1,0,0.448742683,0.488,0.101,0,4,LCK
SPOCK21,0,0.447640806,0.469,0.103,0,4,SPOCK2
HLA-E1,0,0.446590698,0.994,0.886,0,4,HLA-E
HLA-C,0,0.44213395,0.999,0.953,0,4,HLA-C
LIME11,0,0.442064698,0.566,0.22,0,4,LIME1
EVL1,0,0.433956378,0.626,0.292,0,4,EVL
CD72,0,0.4331044,0.566,0.261,0,4,CD7
CD81,0,0.43141474,0.637,0.332,0,4,CD81
CXCR41,0,0.431298022,0.908,0.724,0,4,CXCR4
KLRF1,0,0.431230282,0.304,0.014,0,4,KLRF1
BTG12,0,0.414449537,0.994,0.869,0,4,BTG1
HLA-A,0,0.414306654,0.999,0.961,0,4,HLA-A
IL7R1,0,0.411560077,0.394,0.159,0,4,IL7R
SMAD7,0,0.409436867,0.437,0.131,0,4,SMAD7
HLA-B,0,0.40850161,0.998,0.965,0,4,HLA-B
TLE51,0,0.407364164,0.915,0.747,0,4,TLE5
STK17A1,0,0.406705256,0.584,0.295,0,4,STK17A
PYHIN1,0,0.401532166,0.397,0.073,0,4,PYHIN1
EFHD21,0,0.400690005,0.736,0.537,0,4,EFHD2
BCL11B1,0,0.395980354,0.479,0.142,0,4,BCL11B
MATK,0,0.395208455,0.438,0.128,0,4,MATK
LITAF,0,0.390529686,0.699,0.48,0,4,LITAF
FYN,0,0.38618439,0.505,0.206,0,4,FYN
RNF213,0,0.385846656,0.669,0.444,0,4,RNF213
SRSF7,0,0.385327465,0.896,0.746,0,4,SRSF7
SKAP11,0,0.381000798,0.396,0.071,0,4,SKAP1
TXNIP1,0,0.378514188,0.952,0.829,0,4,TXNIP
KLRG1,0,0.377367472,0.331,0.028,0,4,KLRG1
JAK1,0,0.375437409,0.725,0.557,0,4,JAK1
BTG21,0,0.372116714,0.788,0.616,0,4,BTG2
ISG201,0,0.37204501,0.489,0.179,0,4,ISG20
GNG2,0,0.372023389,0.479,0.19,0,4,GNG2
TNFAIP32,0,0.371368266,0.902,0.679,0,4,TNFAIP3
XCL2,0,0.368890998,0.259,0.008,0,4,XCL2
SERTAD1,0,0.36511865,0.485,0.231,0,4,SERTAD1
KLF21,0,0.36384305,0.983,0.837,0,4,KLF2
MYL12A,0,0.360493872,0.979,0.894,0,4,MYL12A
DDIT41,0,0.359325444,0.535,0.267,0,4,DDIT4
MYBL1,0,0.359066228,0.31,0.02,0,4,MYBL1
GIMAP71,0,0.356268189,0.435,0.14,0,4,GIMAP7
IL2RB,0,0.353988032,0.294,0.017,0,4,IL2RB
PTPRC1,0,0.351561748,0.96,0.809,0,4,PTPRC
ID21,0,0.350290162,0.864,0.655,0,4,ID2
CREM,0,0.349274261,0.378,0.132,0,4,CREM
HCST,0,0.347144447,0.987,0.887,0,4,HCST
CD8B,0,0.344178491,0.264,0.043,0,4,CD8B
IKZF3,0,0.339043942,0.337,0.054,0,4,IKZF3
B2M,0,0.334906065,1,0.992,0,4,B2M
PAXX,0,0.329953251,0.521,0.281,0,4,PAXX
DNAJB11,0,0.328298057,0.576,0.405,0,4,DNAJB1
DSTN,0,0.326139542,0.516,0.307,0,4,DSTN
CEMIP2,0,0.323407926,0.358,0.111,0,4,CEMIP2
FKBP11,0,0.320680465,0.381,0.116,0,4,FKBP11
APOBEC3G,0,0.318843583,0.372,0.129,0,4,APOBEC3G
PIP4K2A,0,0.317625656,0.491,0.26,0,4,PIP4K2A
GPR65,0,0.317552007,0.345,0.094,0,4,GPR65
SEPTIN7,0,0.316911688,0.9,0.807,0,4,SEPTIN7
JUN,0,0.314277882,0.986,0.869,0,4,JUN
MBP,0,0.313550809,0.565,0.376,0,4,MBP
LBH1,0,0.308879175,0.367,0.11,0,4,LBH
RBM38,0,0.307716013,0.457,0.208,0,4,RBM38
PSMB9,0,0.303883839,0.593,0.418,0,4,PSMB9
APMAP,0,0.302065893,0.379,0.148,0,4,APMAP
CLEC2D1,0,0.300636861,0.383,0.141,0,4,CLEC2D
MGAT4A1,0,0.299753658,0.465,0.228,0,4,MGAT4A
C1orf21,0,0.299622553,0.311,0.071,0,4,C1orf21
SYTL3,0,0.298039784,0.315,0.074,0,4,SYTL3
GADD45B,0,0.296351966,0.844,0.695,0,4,GADD45B
NCR3,0,0.294126982,0.259,0.023,0,4,NCR3
JUNB1,0,0.290803083,0.987,0.901,0,4,JUNB
TENT5C,0,0.29018866,0.389,0.149,0,4,TENT5C
ARPC5L,0,0.28931038,0.477,0.273,0,4,ARPC5L
WIPF1,0,0.287846352,0.505,0.301,0,4,WIPF1
PRKCH,0,0.287224298,0.334,0.088,0,4,PRKCH
TGFBR3,0,0.286868809,0.259,0.016,0,4,TGFBR3
OPTN,0,0.284138828,0.34,0.098,0,4,OPTN
ATM1,0,0.283976067,0.449,0.246,0,4,ATM
TBX21,0,0.281176785,0.255,0.011,0,4,TBX21
SUN2,0,0.277128581,0.474,0.273,0,4,SUN2
IER5,0,0.274943882,0.563,0.421,0,4,IER5
ZBTB1,0,0.270564301,0.461,0.283,0,4,ZBTB1
ITGAL,0,0.26935362,0.423,0.216,0,4,ITGAL
IER2,0,0.268932458,0.962,0.878,0,4,IER2
ADGRG1,0,0.268859927,0.25,0.036,0,4,ADGRG1
CCSER2,0,0.26791596,0.359,0.147,0,4,CCSER2
SLFN51,0,0.267454045,0.298,0.08,0,4,SLFN5
GUK1,0,0.267208873,0.791,0.688,0,4,GUK1
RASGRP11,0,0.266675071,0.302,0.073,0,4,RASGRP1
SELENOK,0,0.262922509,0.682,0.559,0,4,SELENOK
FAM107B1,0,0.262863262,0.614,0.465,0,4,FAM107B
ITGB21,0,0.262155665,0.819,0.663,0,4,ITGB2
GIMAP4,0,0.261757784,0.331,0.122,0,4,GIMAP4
BTN3A2,0,0.26078903,0.361,0.158,0,4,BTN3A2
IRF1,0,0.259021162,0.824,0.703,0,4,IRF1
CLEC2B,0,0.258251441,0.675,0.531,0,4,CLEC2B
TRGC2,0,0.257603859,0.324,0.127,0,4,TRGC2
PTPN4,0,0.257531119,0.313,0.097,0,4,PTPN4
DDX241,0,0.256525485,0.706,0.6,0,4,DDX24
PIK3IP11,0,0.256454154,0.426,0.208,0,4,PIK3IP1
ANXA6,0,0.252920802,0.421,0.23,0,4,ANXA6
PFN1,0,0.251481264,0.996,0.968,0,4,PFN1
HBA1,0,1.994010204,0.995,0.539,0,5,HBA1
HBA2,0,1.891611419,0.996,0.659,0,5,HBA2
HBD,0,1.835670127,0.791,0.112,0,5,HBD
HBB,0,1.811422435,0.999,0.743,0,5,HBB
AHSP,0,1.766845165,0.788,0.061,0,5,AHSP
CA1,0,1.442452382,0.646,0.041,0,5,CA1
HBM,0,1.321711106,0.584,0.024,0,5,HBM
ALAS2,0,1.312390204,0.696,0.013,0,5,ALAS2
SLC25A371,0,1.224845995,0.757,0.266,0,5,SLC25A37
SLC4A1,0,1.207520274,0.662,0.017,0,5,SLC4A1
BLVRB1,0,1.106641687,0.865,0.334,0,5,BLVRB
GYPB,0,1.032880793,0.626,0.008,0,5,GYPB
PRDX21,0,1.025437689,0.68,0.232,0,5,PRDX2
SNCA,0,0.954838161,0.628,0.094,0,5,SNCA
GLRX5,0,0.938486909,0.711,0.28,0,5,GLRX5
HMBS,0,0.924673115,0.596,0.052,0,5,HMBS
GYPA,0,0.9042991,0.513,0.007,0,5,GYPA
SLC25A39,0,0.885005005,0.693,0.136,0,5,SLC25A39
FAM210B,0,0.866023578,0.664,0.095,0,5,FAM210B
HEMGN,0,0.846602131,0.497,0.05,0,5,HEMGN
KLF1,0,0.823336904,0.566,0.012,0,5,KLF1
RHAG,0,0.801056599,0.493,0.007,0,5,RHAG
SELENBP1,0,0.762867454,0.56,0.005,0,5,SELENBP1
CA2,0,0.760997826,0.513,0.111,0,5,CA2
MYL4,0,0.722587974,0.497,0.009,0,5,MYL4
BSG,0,0.714517911,0.873,0.483,0,5,BSG
ANK1,0,0.676196073,0.526,0.011,0,5,ANK1
FECH,0,0.672272639,0.573,0.056,0,5,FECH
SMIM1,0,0.665128759,0.477,0.052,0,5,SMIM1
UROD,0,0.656741133,0.524,0.153,0,5,UROD
GYPC1,0,0.651634399,0.972,0.657,0,5,GYPC
SPTA1,0,0.642913369,0.442,0.014,0,5,SPTA1
EIF1AY,0,0.634938757,0.423,0.158,0,5,EIF1AY
BNIP3L1,0,0.63389474,0.764,0.397,0,5,BNIP3L
HBQ1,0,0.630475914,0.527,0.009,0,5,HBQ1
SLC2A1,0,0.617804282,0.503,0.062,0,5,SLC2A1
EPB42,0,0.600271922,0.488,0.002,0,5,EPB42
BPGM,0,0.597127099,0.419,0.061,0,5,BPGM
EIF2AK1,0,0.592049282,0.632,0.241,0,5,EIF2AK1
UBAC1,0,0.579737328,0.485,0.185,0,5,UBAC1
TOP1,0,0.57133141,0.754,0.401,0,5,TOP1
REXO2,0,0.571284312,0.508,0.142,0,5,REXO2
TRIM58,0,0.563942072,0.48,0.084,0,5,TRIM58
RHCE,0,0.551053979,0.4,0.007,0,5,RHCE
DMTN,0,0.541535338,0.505,0.021,0,5,DMTN
GMPR,0,0.535445391,0.483,0.032,0,5,GMPR
HAGH,0,0.532481569,0.559,0.135,0,5,HAGH
CD59,0,0.523700809,0.48,0.12,0,5,CD59
IFI27,0,0.523355289,0.295,0.008,0,5,IFI27
FKBP8,0,0.501274452,0.806,0.435,0,5,FKBP8
BCL2L1,0,0.499111996,0.471,0.055,0,5,BCL2L1
RBM381,0,0.488812056,0.567,0.22,0,5,RBM38
MINPP1,0,0.488686223,0.365,0.028,0,5,MINPP1
MPP1,0,0.487636324,0.606,0.237,0,5,MPP1
RHD,0,0.486689659,0.402,0.006,0,5,RHD
OSBP2,0,0.485269032,0.421,0.005,0,5,OSBP2
CPOX,0,0.480982919,0.395,0.027,0,5,CPOX
TUBB2A,0,0.47817713,0.362,0.067,0,5,TUBB2A
RAD23A,0,0.476614177,0.632,0.335,0,5,RAD23A
RFESD,0,0.47644599,0.398,0.012,0,5,RFESD
STOM,0,0.458308758,0.516,0.17,0,5,STOM
TPM1,0,0.445090238,0.444,0.108,0,5,TPM1
NFIA,0,0.441718818,0.339,0.063,0,5,NFIA
CD361,0,0.438887104,0.436,0.184,0,5,CD36
ANKRD9,0,0.431251368,0.386,0.03,0,5,ANKRD9
STRADB,0,0.426552881,0.412,0.059,0,5,STRADB
TRAK2,0,0.425543093,0.403,0.074,0,5,TRAK2
WNK1,0,0.418610589,0.539,0.284,0,5,WNK1
EPB41,0,0.418433208,0.582,0.296,0,5,EPB41
MXI1,0,0.413761867,0.505,0.173,0,5,MXI1
GATA1,0,0.406128118,0.368,0.021,0,5,GATA1
RBX1,0,0.40449843,0.839,0.557,0,5,RBX1
YPEL4,0,0.402405676,0.345,0.007,0,5,YPEL4
AC073210.3,0,0.39700544,0.259,0.002,0,5,AC073210.3
FIS1,0,0.39626647,0.799,0.5,0,5,FIS1
TSPO2,0,0.395974815,0.28,0.001,0,5,TSPO2
TSTA3,0,0.391942813,0.43,0.118,0,5,TSTA3
8-Mar,0,0.387807093,0.401,0.077,0,5,8-Mar
NFE2,0,0.387496156,0.486,0.172,0,5,NFE2
MBOAT2,0,0.385709362,0.325,0.021,0,5,MBOAT2
NUDT4,0,0.384725656,0.47,0.184,0,5,NUDT4
DPM2,0,0.384288321,0.455,0.123,0,5,DPM2
TMOD1,0,0.372622545,0.346,0.01,0,5,TMOD1
FBXO7,0,0.368049169,0.577,0.279,0,5,FBXO7
TLCD4,0,0.366363583,0.29,0.002,0,5,TLCD4
NFIX,0,0.366246931,0.399,0.101,0,5,NFIX
TERF2IP,0,0.365481066,0.711,0.426,0,5,TERF2IP
OPTN1,0,0.36539595,0.416,0.11,0,5,OPTN
NCOA4,0,0.361970522,0.666,0.419,0,5,NCOA4
LXN,0,0.359537129,0.293,0.078,0,5,LXN
ARHGEF12,0,0.35823634,0.335,0.025,0,5,ARHGEF12
UROS,0,0.350931795,0.358,0.177,0,5,UROS
GSPT1,0,0.350306459,0.509,0.27,0,5,GSPT1
GUK11,0,0.350097715,0.921,0.689,0,5,GUK1
SLC1A5,0,0.350080336,0.388,0.09,0,5,SLC1A5
DCAF12,0,0.349746823,0.319,0.055,0,5,DCAF12
UBE2H,0,0.349432593,0.406,0.199,0,5,UBE2H
CCNDBP1,0,0.349365035,0.521,0.242,0,5,CCNDBP1
TSPAN5,0,0.347038252,0.318,0.033,0,5,TSPAN5
CPEB41,0,0.345471124,0.397,0.179,0,5,CPEB4
UCP2,0,0.344008335,0.691,0.442,0,5,UCP2
CMAS,0,0.343428216,0.374,0.106,0,5,CMAS
OAT,0,0.341288474,0.386,0.132,0,5,OAT
TAL1,0,0.340628242,0.34,0.018,0,5,TAL1
TFDP1,0,0.340375712,0.38,0.157,0,5,TFDP1
PTMS,0,0.33866794,0.434,0.223,0,5,PTMS
ISCA1,0,0.336947204,0.505,0.23,0,5,ISCA1
TENT5C1,0,0.335718551,0.428,0.163,0,5,TENT5C
ADIPOR1,0,0.335549432,0.441,0.171,0,5,ADIPOR1
RIOK3,0,0.334413619,0.654,0.433,0,5,RIOK3
CTSL1,0,0.333937788,0.311,0.079,0,5,CTSL
EMC3,0,0.332129831,0.521,0.274,0,5,EMC3
CAT,0,0.330312987,0.729,0.466,0,5,CAT
PNP1,0,0.328906575,0.513,0.245,0,5,PNP
SLC6A8,0,0.325460001,0.323,0.005,0,5,SLC6A8
GABARAPL2,0,0.323849378,0.73,0.47,0,5,GABARAPL2
H1F0,0,0.321712538,0.322,0.144,0,5,H1F0
STMP1,0,0.318243022,0.82,0.564,0,5,STMP1
SMIM5,0,0.317266753,0.294,0.009,0,5,SMIM5
RAB6B,0,0.315139055,0.261,0.007,0,5,RAB6B
SOX6,0,0.309287142,0.26,0.003,0,5,SOX6
CLCN3,0,0.307202836,0.331,0.071,0,5,CLCN3
TESC,0,0.300187874,0.498,0.24,0,5,TESC
UBB,0,0.300074156,0.994,0.957,0,5,UBB
JAZF1,0,0.300026376,0.343,0.089,0,5,JAZF1
CR1L,0,0.299177152,0.256,0.001,0,5,CR1L
TNS1,0,0.297868161,0.281,0.01,0,5,TNS1
MAP2K31,0,0.297867698,0.522,0.28,0,5,MAP2K3
RNF10,0,0.29707298,0.476,0.263,0,5,RNF10
TUBG1,0,0.293510129,0.254,0.034,0,5,TUBG1
CISD2,0,0.291798285,0.423,0.16,0,5,CISD2
HK1,0,0.29103871,0.377,0.121,0,5,HK1
FAM104A,0,0.290972457,0.389,0.109,0,5,FAM104A
TFR2,0,0.2875192,0.254,0.014,0,5,TFR2
XPO7,0,0.285187539,0.278,0.085,0,5,XPO7
FBXO9,0,0.27912259,0.428,0.199,0,5,FBXO9
YBX31,0,0.275970598,0.939,0.719,0,5,YBX3
KEL,0,0.274800889,0.256,0.01,0,5,KEL
FAXDC2,0,0.268433488,0.256,0.009,0,5,FAXDC2
UBXN6,0,0.267276669,0.364,0.122,0,5,UBXN6
FAM117A,0,0.266072561,0.353,0.16,0,5,FAM117A
AMMECR1,0,0.260934273,0.255,0.043,0,5,AMMECR1
XK,0,0.256971724,0.253,0.005,0,5,XK
NARF,0,0.255353352,0.436,0.214,0,5,NARF
GCLM,0,0.25292046,0.261,0.063,0,5,GCLM
NPL,0,0.25055627,0.29,0.062,0,5,NPL
CDC27,0,0.250261649,0.317,0.105,0,5,CDC27
LGALS31,2.26E-284,0.28420453,0.475,0.244,5.91E-280,5,LGALS3
PIM1,3.68E-284,0.267582201,0.461,0.254,9.62E-280,5,PIM1
PITHD1,7.30E-266,0.263239126,0.42,0.235,1.91E-261,5,PITHD1
TMEM14B,2.17E-249,0.286689921,0.635,0.47,5.68E-245,5,TMEM14B
SEC62,1.52E-248,0.254333056,0.851,0.705,3.98E-244,5,SEC62
HDGF,1.44E-220,0.263997185,0.507,0.348,3.77E-216,5,HDGF
TFRC,6.64E-203,0.324064665,0.468,0.316,1.74E-198,5,TFRC
TMEM14C,4.64E-201,0.31876081,0.554,0.415,1.21E-196,5,TMEM14C
HIST1H1C,7.05E-172,0.261890241,0.664,0.494,1.84E-167,5,HIST1H1C
HBB1,0,0.926210456,0.993,0.746,0,6,HBB
HBA21,0,0.858956066,0.99,0.662,0,6,HBA2
HBA11,0,0.844880861,0.989,0.543,0,6,HBA1
SNHG25,0,0.565272472,0.972,0.611,0,6,SNHG25
AC103591.3,0,0.427452148,0.987,0.698,0,6,AC103591.3
MPO2,0,0.409003864,0.955,0.414,0,6,MPO
SNHG9,0,0.363736971,0.942,0.518,0,6,SNHG9
WDR74,0,0.288434012,0.94,0.507,0,6,WDR74
ARMH11,0,0.285464647,0.933,0.458,0,6,ARMH1
CSF3R1,0,0.261686146,0.907,0.437,0,6,CSF3R
CAT1,0,0.254979556,0.932,0.462,0,6,CAT
HMGA1,0,0.253910431,0.906,0.45,0,6,HMGA1
MPC2,0,0.25023506,0.859,0.445,0,6,MPC2
EWSR1,1.59E-305,0.260327929,0.885,0.465,4.17E-301,6,EWSR1
SYNCRIP,3.42E-297,0.255425795,0.873,0.458,8.96E-293,6,SYNCRIP
GRK2,6.45E-293,0.265553164,0.886,0.475,1.69E-288,6,GRK2
SNRNP70,4.71E-281,0.256244376,0.885,0.478,1.23E-276,6,SNRNP70
HNRNPL,6.91E-278,0.255857773,0.909,0.499,1.81E-273,6,HNRNPL
SLC38A2,2.26E-187,0.291800994,0.987,0.686,5.91E-183,6,SLC38A2
ID1,0,1.319068294,0.757,0.153,0,7,ID1
HACD1,0,0.829362074,0.549,0.116,0,7,HACD1
ID3,0,0.78503018,0.474,0.038,0,7,ID3
CCN2,0,0.753512467,0.409,0.008,0,7,CCN2
PRDX1,0,0.623810483,0.83,0.542,0,7,PRDX1
SOX42,0,0.576324739,0.93,0.622,0,7,SOX4
CCL3L11,0,0.547315937,0.602,0.348,0,7,CCL3L1
SMIM241,0,0.533233746,0.666,0.256,0,7,SMIM24
HPGD1,0,0.517299305,0.479,0.106,0,7,HPGD
TMEM158,0,0.511443292,0.342,0.019,0,7,TMEM158
MEF2C,0,0.504113547,0.657,0.291,0,7,MEF2C
FAM30A1,0,0.499759837,0.661,0.244,0,7,FAM30A
NRIP1,0,0.499334935,0.636,0.262,0,7,NRIP1
HSPB1,0,0.49023002,0.594,0.275,0,7,HSPB1
CTAG2,0,0.48582077,0.376,0.005,0,7,CTAG2
AL049552.2,0,0.479843779,0.335,0.013,0,7,AL049552.2
ID22,0,0.444058351,0.869,0.67,0,7,ID2
DDAH21,0,0.442516804,0.692,0.307,0,7,DDAH2
IER21,0,0.424648184,0.955,0.884,0,7,IER2
CD341,0,0.421675524,0.614,0.224,0,7,CD34
HHEX,0,0.407475399,0.54,0.224,0,7,HHEX
ARHGAP22,0,0.406419098,0.38,0.044,0,7,ARHGAP22
NCOA7,0,0.406320623,0.611,0.274,0,7,NCOA7
FOXC1,0,0.393913299,0.373,0.084,0,7,FOXC1
SPINT2,0,0.392015936,0.59,0.231,0,7,SPINT2
CD164,0,0.391660772,0.841,0.619,0,7,CD164
LYL11,0,0.38826666,0.682,0.352,0,7,LYL1
EGR11,0,0.387727134,0.533,0.275,0,7,EGR1
EEF1A2,0,0.374410864,0.292,0.009,0,7,EEF1A2
CYB5A,0,0.372776108,0.365,0.097,0,7,CYB5A
SSBP21,0,0.372627051,0.56,0.215,0,7,SSBP2
SPINK21,0,0.370344885,0.648,0.331,0,7,SPINK2
SERPINE1,0,0.369168684,0.306,0.037,0,7,SERPINE1
THSD7A,0,0.361386834,0.329,0.028,0,7,THSD7A
MZF1-AS1,0,0.360925145,0.334,0.07,0,7,MZF1-AS1
PRMT1,0,0.357260406,0.614,0.32,0,7,PRMT1
TUBA1A,0,0.356412873,0.965,0.855,0,7,TUBA1A
MAFF,0,0.355103472,0.498,0.228,0,7,MAFF
SYPL1,0,0.353634703,0.592,0.273,0,7,SYPL1
RASD1,0,0.353295479,0.284,0.032,0,7,RASD1
HOPX2,0,0.352782088,0.523,0.227,0,7,HOPX
ARMH12,0,0.350340985,0.761,0.464,0,7,ARMH1
NPR31,0,0.348325316,0.476,0.146,0,7,NPR3
CDK62,0,0.345767636,0.845,0.55,0,7,CDK6
STT3B,0,0.343776887,0.586,0.332,0,7,STT3B
SNHG71,0,0.342530098,0.841,0.622,0,7,SNHG7
SEPTIN61,0,0.341817899,0.849,0.613,0,7,SEPTIN6
EGFL71,0,0.340531641,0.556,0.229,0,7,EGFL7
SMYD31,0,0.338072496,0.458,0.185,0,7,SMYD3
LRRC28,0,0.337075554,0.389,0.118,0,7,LRRC28
GSN,0,0.333292385,0.53,0.255,0,7,GSN
FLT3,0,0.329552252,0.497,0.204,0,7,FLT3
PPIP5K2,0,0.324140123,0.533,0.263,0,7,PPIP5K2
HNRNPAB1,0,0.322995146,0.792,0.579,0,7,HNRNPAB
LINC02645,0,0.32141021,0.25,0.005,0,7,LINC02645
PRKACB,0,0.321375913,0.494,0.241,0,7,PRKACB
RHOH1,0,0.315117548,0.516,0.257,0,7,RHOH
MDFI,0,0.313942084,0.298,0.035,0,7,MDFI
SNHG6,0,0.313584996,0.997,0.951,0,7,SNHG6
GADD45A,0,0.313324809,0.469,0.225,0,7,GADD45A
SNHG32,0,0.311937074,0.778,0.547,0,7,SNHG32
CALHM6,0,0.30990754,0.56,0.261,0,7,CALHM6
TFPI1,0,0.306275856,0.471,0.193,0,7,TFPI
AC138649.1,0,0.304563177,0.385,0.118,0,7,AC138649.1
STAM,0,0.303481851,0.422,0.161,0,7,STAM
AKR1C3,0,0.301515877,0.417,0.146,0,7,AKR1C3
NOP531,0,0.300426718,0.948,0.867,0,7,NOP53
RNF168,0,0.300106601,0.445,0.196,0,7,RNF168
COX8C,0,0.299336792,0.26,0.003,0,7,COX8C
GSTP11,0,0.298165343,0.98,0.882,0,7,GSTP1
AMD1,0,0.295346589,0.909,0.743,0,7,AMD1
ZNRF11,0,0.289877417,0.455,0.164,0,7,ZNRF1
NECTIN2,0,0.288058691,0.349,0.084,0,7,NECTIN2
AKR1A1,0,0.284497693,0.528,0.276,0,7,AKR1A1
GNA151,0,0.282896305,0.549,0.276,0,7,GNA15
ZBTB8A,0,0.279493997,0.325,0.069,0,7,ZBTB8A
PAFAH1B3,0,0.278018489,0.418,0.149,0,7,PAFAH1B3
BAALC1,0,0.276700535,0.385,0.14,0,7,BAALC
CXXC5,0,0.273974166,0.462,0.206,0,7,CXXC5
AC008568.1,0,0.27166997,0.275,0.02,0,7,AC008568.1
AC090152.1,0,0.270809432,0.369,0.122,0,7,AC090152.1
CIRBP,0,0.270197426,0.975,0.879,0,7,CIRBP
CEP70,0,0.267726267,0.315,0.07,0,7,CEP70
PLEKHA5,0,0.264880668,0.34,0.096,0,7,PLEKHA5
LDLRAD4,0,0.264562093,0.354,0.132,0,7,LDLRAD4
TEC,0,0.262772626,0.392,0.146,0,7,TEC
MEX3B,0,0.260864958,0.301,0.064,0,7,MEX3B
GAS51,0,0.259124819,0.985,0.908,0,7,GAS5
CASC15,0,0.25685757,0.309,0.069,0,7,CASC15
DNAAF2,0,0.256799481,0.363,0.133,0,7,DNAAF2
PROM1,0,0.254062899,0.334,0.087,0,7,PROM1
INAFM2,0,0.252844042,0.334,0.091,0,7,INAFM2
GNAI1,0,0.252229306,0.325,0.083,0,7,GNAI1
RPS5,0,0.250337446,0.995,0.98,0,7,RPS5
MSI21,5.17E-306,0.334648293,0.657,0.381,1.35E-301,7,MSI2
MARCKSL1,2.22E-299,0.320617897,0.554,0.302,5.80E-295,7,MARCKSL1
PTMS1,1.86E-292,0.271852274,0.478,0.224,4.87E-288,7,PTMS
RASSF1,4.03E-285,0.263369311,0.516,0.265,1.05E-280,7,RASSF1
CD991,3.72E-281,0.272121876,0.947,0.818,9.74E-277,7,CD99
CAPG1,3.34E-279,0.340320844,0.665,0.452,8.73E-275,7,CAPG
LAT21,7.97E-273,0.278464277,0.578,0.319,2.09E-268,7,LAT2
CDK2AP11,1.89E-272,0.252085981,0.516,0.267,4.94E-268,7,CDK2AP1
ZNF428,1.72E-259,0.263296602,0.563,0.32,4.50E-255,7,ZNF428
ZBTB20,2.78E-259,0.25327197,0.422,0.201,7.27E-255,7,ZBTB20
CCL4L21,6.31E-258,0.502135882,0.286,0.119,1.65E-253,7,CCL4L2
TFDP21,8.44E-255,0.258190662,0.569,0.309,2.21E-250,7,TFDP2
IDS,1.22E-251,0.284245208,0.797,0.601,3.19E-247,7,IDS
PPDPF,6.76E-250,0.269607363,0.796,0.599,1.77E-245,7,PPDPF
ITGA41,9.36E-244,0.343969837,0.759,0.619,2.45E-239,7,ITGA4
TESC1,2.83E-241,0.293862795,0.45,0.244,7.42E-237,7,TESC
HMGA11,2.22E-238,0.26792911,0.682,0.457,5.82E-234,7,HMGA1
LMO2,4.61E-234,0.255570286,0.553,0.313,1.21E-229,7,LMO2
YWHAQ,7.56E-231,0.253301895,0.751,0.556,1.98E-226,7,YWHAQ
TNF1,1.21E-227,0.261155072,0.275,0.112,3.16E-223,7,TNF
USF2,4.86E-220,0.251214415,0.518,0.306,1.27E-215,7,USF2
PDE4B1,2.42E-219,0.316407034,0.594,0.383,6.33E-215,7,PDE4B
UBE2S,7.66E-212,0.253991402,0.661,0.443,2.01E-207,7,UBE2S
AC044849.1,9.07E-203,0.28003586,0.66,0.455,2.37E-198,7,AC044849.1
CALCOCO2,8.22E-201,0.28046046,0.593,0.407,2.15E-196,7,CALCOCO2
