"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051258","GO:0051258","protein polymerization","15/408","276/18614",0.00119393919971124,0.00985357009528364,0.00721421187442,"5216/10109/7114/81873/3320/387/57580/10094/10092/51466/10093/382/832/81027/136319",15
"GO:0043087","GO:0043087","regulation of GTPase activity","18/408","364/18614",0.00119422561998776,0.00985357009528364,0.00721421187442,"6352/6351/6846/22914/8477/116984/6281/3688/10788/8826/6348/2149/57580/6349/3987/6001/6251/9750",18
"GO:0045920","GO:0045920","negative regulation of exocytosis","5/408","37/18614",0.00120759244087204,0.00994373088685743,0.0072802223708075,"3134/301/5908/11314/2771",5
"GO:0030220","GO:0030220","platelet formation","4/408","22/18614",0.00121648358808105,0.00995660061248665,0.00728964483663025,"4627/81027/80739/87",4
"GO:0042026","GO:0042026","protein refolding","4/408","22/18614",0.00121648358808105,0.00995660061248665,0.00728964483663025,"567/3320/3309/2280",4
"GO:2001044","GO:2001044","regulation of integrin-mediated signaling pathway","4/408","22/18614",0.00121648358808105,0.00995660061248665,0.00728964483663025,"2316/967/3987/7076",4
"GO:0003229","GO:0003229","ventricular cardiac muscle tissue development","6/408","55/18614",0.00125109568118996,0.0102193707345296,0.00748202986219497,"84525/3398/4092/7040/7049/2280",6
"GO:0043434","GO:0043434","response to peptide hormone","20/408","427/18614",0.00126126791609346,0.0102818560519939,0.007527777983421,"1535/5295/7049/301/5305/7832/4929/1509/4067/57085/682/5594/5786/5791/7351/2771/896/7076/5315/4149",20
"GO:0006959","GO:0006959","humoral immune response","14/408","250/18614",0.00129841306807687,0.0105635362584458,0.00773400787477241,"10578/3458/3105/10417/975/5788/3133/3123/2597/5699/5473/5196/1191/5197",14
"GO:0033674","GO:0033674","positive regulation of kinase activity","20/408","430/18614",0.00137113165362041,0.0111329335062884,0.00815088747748767,"6352/3458/801/975/5788/7040/3123/3320/11214/8826/387/11314/4067/101/998/5478/896/1191/23531/808",20
"GO:0045071","GO:0045071","negative regulation of viral genome replication","6/408","56/18614",0.00137576741681205,0.011148365787129,0.00816218609744095,"6352/10581/60489/8519/684/10410",6
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","18/408","369/18614",0.00139066989247648,0.0112467668288376,0.00823422962650546,"3458/801/5788/60/7040/1843/2950/29950/11214/387/11314/4067/101/5997/896/5577/808/1032",18
"GO:0002262","GO:0002262","myeloid cell homeostasis","11/408","171/18614",0.00141311076775246,0.011405622751206,0.0083505347088655,"55646/567/3398/7538/7049/301/3146/121260/4067/28996/80739",11
"GO:0001818","GO:0001818","negative regulation of cytokine production","18/408","371/18614",0.00147658998729911,0.0118944284352394,0.0087084098481235,"3458/7305/5788/7538/5552/4092/7040/7114/30009/3123/3134/301/3146/2950/5966/1524/114769/684",18
"GO:0001821","GO:0001821","histamine secretion","3/408","11/18614",0.00151306960000851,0.0120454525188177,0.00881898091287854,"4067/8673/8773",3
"GO:0002725","GO:0002725","negative regulation of T cell cytokine production","3/408","11/18614",0.00151306960000851,0.0120454525188177,0.00881898091287854,"4092/30009/3134",3
"GO:0010917","GO:0010917","negative regulation of mitochondrial membrane potential","3/408","11/18614",0.00151306960000851,0.0120454525188177,0.00881898091287854,"5366/27166/10550",3
"GO:0033625","GO:0033625","positive regulation of integrin activation","3/408","11/18614",0.00151306960000851,0.0120454525188177,0.00881898091287854,"5341/5908/8631",3
"GO:0033632","GO:0033632","regulation of cell-cell adhesion mediated by integrin","3/408","11/18614",0.00151306960000851,0.0120454525188177,0.00881898091287854,"6352/8631/83706",3
"GO:0045837","GO:0045837","negative regulation of membrane potential","3/408","11/18614",0.00151306960000851,0.0120454525188177,0.00881898091287854,"5366/27166/10550",3
"GO:0042307","GO:0042307","positive regulation of protein import into nucleus","5/408","39/18614",0.00153894510105473,0.0122275638048715,0.00895231222220203,"3458/2316/5295/7040/3320",5
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","8/408","100/18614",0.00159910997842811,0.0126513321136517,0.00926257077170671,"3458/1535/7305/10417/3146/4155/58515/2149",8
"GO:0002437","GO:0002437","inflammatory response to antigenic stimulus","7/408","78/18614",0.00160159160221892,0.0126513321136517,0.00926257077170671,"2214/975/3133/3123/2534/3146/4067",7
"GO:0045824","GO:0045824","negative regulation of innate immune response","7/408","78/18614",0.00160159160221892,0.0126513321136517,0.00926257077170671,"3824/3106/55646/3105/7040/3133/3134",7
"GO:1990778","GO:1990778","protein localization to cell periphery","17/408","345/18614",0.00168075666717995,0.0132509945366064,0.009701608778286,"3458/975/2316/60/5295/7040/6281/3688/51762/23499/51225/682/8673/382/8631/10550/10857",17
"GO:0010721","GO:0010721","negative regulation of cell development","15/408","286/18614",0.00169569162972841,0.0133429325922258,0.00976892048421059,"567/3398/864/5295/4092/30009/301/3659/3146/4155/7832/6348/430/4067/7533",15
"GO:0036344","GO:0036344","platelet morphogenesis","4/408","24/18614",0.00170705800502081,0.0133550257744046,0.00977777441000908,"4627/81027/80739/87",4
"GO:0051043","GO:0051043","regulation of membrane protein ectodomain proteolysis","4/408","24/18614",0.00170705800502081,0.0133550257744046,0.00977777441000908,"3458/7133/101/7076",4
"GO:1903902","GO:1903902","positive regulation of viral life cycle","4/408","24/18614",0.00170705800502081,0.0133550257744046,0.00977777441000908,"3956/3123/3146/5034",4
"GO:0030866","GO:0030866","cortical actin cytoskeleton organization","5/408","40/18614",0.00172760856152606,0.0134899089976632,0.00987652807406003,"3936/5341/7094/811/382",5
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","11/408","176/18614",0.00177826142123381,0.013858878686327,0.0101466662558073,"3458/5216/7040/7114/301/3146/811/3725/152007/382/6678",11
"GO:0002763","GO:0002763","positive regulation of myeloid leukocyte differentiation","6/408","59/18614",0.00180709426235286,0.0140299356444767,0.010271904228111,"3458/7305/3398/7040/3123/5196",6
"GO:0033619","GO:0033619","membrane protein proteolysis","6/408","59/18614",0.00180709426235286,0.0140299356444767,0.010271904228111,"3458/7040/7133/4627/101/7076",6
"GO:0045921","GO:0045921","positive regulation of exocytosis","7/408","80/18614",0.00185538697604462,0.0143774853885131,0.0105263599701551,"3458/3689/3134/6281/3684/3916/8673",7
"GO:0042692","GO:0042692","muscle cell differentiation","19/408","410/18614",0.0018668245080366,0.0144386654549472,0.0105711524623664,"84525/23345/3398/975/7040/81/3688/6095/811/11214/963/4627/9172/71/5997/10398/136319/87/9750",19
"GO:1902075","GO:1902075","cellular response to salt","12/408","204/18614",0.00187286288134142,0.0144579339097493,0.0105852597061462,"567/2534/3309/7184/811/8826/3725/8644/241/2771/6001/3726",12
"GO:0140467","GO:0140467","integrated stress response signaling","5/408","41/18614",0.00193268637281689,0.0148634521803805,0.0108821566374099,"3309/3725/1051/23645/3726",5
"GO:0150077","GO:0150077","regulation of neuroinflammatory response","5/408","41/18614",0.00193268637281689,0.0148634521803805,0.0108821566374099,"8530/5788/1075/7133/6348",5
"GO:0042063","GO:0042063","gliogenesis","16/408","320/18614",0.00196477210067661,0.0150817534507681,0.0110419841518846,"3458/3398/23224/7040/301/7133/25777/387/6348/7852/9289/430/1524/4067/5594/1191",16
"GO:0002424","GO:0002424","T cell mediated immune response to tumor cell","3/408","12/18614",0.00198478378320042,0.0151781964358817,0.0111125941056052,"3105/3123/3146",3
"GO:2001198","GO:2001198","regulation of dendritic cell differentiation","3/408","12/18614",0.00198478378320042,0.0151781964358817,0.0111125941056052,"3106/3146/1051",3
"GO:0060333","GO:0060333","type II interferon-mediated signaling pathway","4/408","25/18614",0.00199742679741537,0.0152462764536799,0.0111624383415584,"3458/3716/3659/7294",4
"GO:1904375","GO:1904375","regulation of protein localization to cell periphery","9/408","128/18614",0.0020568084516502,0.0156701892503294,0.0114728026766912,"3458/60/5295/7040/3688/51225/8673/382/10857",9
"GO:0031647","GO:0031647","regulation of protein stability","16/408","322/18614",0.00209183104215809,0.0158515554580075,0.0116055884828912,"7305/5216/975/2316/5295/149628/4092/10169/3320/5479/2597/811/5594/3916/1191/5476",16
"GO:0042326","GO:0042326","negative regulation of phosphorylation","18/408","383/18614",0.00209228087252405,0.0158515554580075,0.0116055884828912,"3458/801/5788/4092/7040/5305/1843/2950/4616/3725/11314/4067/5478/5997/5577/808/8655/1032",18
"GO:1902074","GO:1902074","response to salt","18/408","383/18614",0.00209228087252405,0.0158515554580075,0.0116055884828912,"567/801/3320/2534/3309/7184/811/8826/3725/7852/8644/241/71/7009/2771/6001/808/3726",18
"GO:0031346","GO:0031346","positive regulation of cell projection organization","17/408","353/18614",0.00213830384900057,0.0161466835249246,0.0118216641168228,"5216/2316/10109/5295/989/3320/2534/3309/51762/5880/23499/4067/998/5997/10097/8724/9750",17
"GO:0050848","GO:0050848","regulation of calcium-mediated signaling","7/408","82/18614",0.00213930607466937,0.0161466835249246,0.0118216641168228,"6351/801/5341/58515/6348/7535/808",7
"GO:0002820","GO:0002820","negative regulation of adaptive immune response","6/408","61/18614",0.00214689042190709,0.0161466835249246,0.0118216641168228,"3824/5788/4092/30009/3134/11126",6
"GO:0002714","GO:0002714","positive regulation of B cell mediated immunity","5/408","42/18614",0.00215500388556402,0.0161466835249246,0.0118216641168228,"5788/7040/3133/30009/10666",5
"GO:0002891","GO:0002891","positive regulation of immunoglobulin mediated immune response","5/408","42/18614",0.00215500388556402,0.0161466835249246,0.0118216641168228,"5788/7040/3133/30009/10666",5
"GO:0045622","GO:0045622","regulation of T-helper cell differentiation","5/408","42/18614",0.00215500388556402,0.0161466835249246,0.0118216641168228,"4092/30009/3123/301/3726",5
"GO:1901654","GO:1901654","response to ketone","12/408","208/18614",0.00220172054505202,0.0164664457644625,0.0120557754615596,"1535/7040/54331/4478/7049/4155/811/3490/8644/5729/8031/808",12
"GO:0002758","GO:0002758","innate immune response-activating signaling pathway","12/408","209/18614",0.00229091221737476,0.0170573539500919,0.0124884041238858,"3824/1535/7305/22914/3659/2534/3146/4792/3823/11314/121260/4067",12
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","12/408","209/18614",0.00229091221737476,0.0170573539500919,0.0124884041238858,"3458/975/4092/4478/3320/7133/6923/79888/101/1191/4946/9978",12
"GO:0035023","GO:0035023","regulation of Rho protein signal transduction","7/408","83/18614",0.00229328507474248,0.0170573539500919,0.0124884041238858,"8477/3688/11214/9289/2149/397/9750",7
"GO:0002407","GO:0002407","dendritic cell chemotaxis","4/408","26/18614",0.00232022012152783,0.0171016586172648,0.0125208414286312,"6352/3146/811/7852",4
"GO:0002726","GO:0002726","positive regulation of T cell cytokine production","4/408","26/18614",0.00232022012152783,0.0171016586172648,0.0125208414286312,"3105/567/975/30009",4
"GO:0046629","GO:0046629","gamma-delta T cell activation","4/408","26/18614",0.00232022012152783,0.0171016586172648,0.0125208414286312,"28526/919/6967/5788",4
"GO:1903306","GO:1903306","negative regulation of regulated secretory pathway","4/408","26/18614",0.00232022012152783,0.0171016586172648,0.0125208414286312,"3134/5908/11314/2771",4
"GO:1905523","GO:1905523","positive regulation of macrophage migration","4/408","26/18614",0.00232022012152783,0.0171016586172648,0.0125208414286312,"6352/6348/1524/5594",4
"GO:0000768","GO:0000768","syncytium formation by plasma membrane fusion","6/408","62/18614",0.00233383994492085,0.0171400569648601,0.0125489544691334,"7305/975/3688/963/4627/9750",6
"GO:0140253","GO:0140253","cell-cell fusion","6/408","62/18614",0.00233383994492085,0.0171400569648601,0.0125489544691334,"7305/975/3688/963/4627/9750",6
"GO:0003012","GO:0003012","muscle system process","20/408","452/18614",0.00245523830263723,0.0179991930243694,0.0131779640060139,"1535/801/2316/4637/4092/3320/7170/7402/7133/11214/387/7852/9172/2149/5997/309/10398/808/136319/7171",20
"GO:0002712","GO:0002712","regulation of B cell mediated immunity","6/408","63/18614",0.00253278222404088,0.0183457341153435,0.0134316812708534,"5788/7040/3133/30009/121260/10666",6
"GO:0002889","GO:0002889","regulation of immunoglobulin mediated immune response","6/408","63/18614",0.00253278222404088,0.0183457341153435,0.0134316812708534,"5788/7040/3133/30009/121260/10666",6
"GO:0034333","GO:0034333","adherens junction assembly","3/408","13/18614",0.00253851669309463,0.0183457341153435,0.0134316812708534,"60/4092/7414",3
"GO:0070234","GO:0070234","positive regulation of T cell apoptotic process","3/408","13/18614",0.00253851669309463,0.0183457341153435,0.0134316812708534,"6352/101/27166",3
"GO:0070486","GO:0070486","leukocyte aggregation","3/408","13/18614",0.00253851669309463,0.0183457341153435,0.0134316812708534,"4478/5880/7535",3
"GO:0070493","GO:0070493","thrombin-activated receptor signaling pathway","3/408","13/18614",0.00253851669309463,0.0183457341153435,0.0134316812708534,"5341/10788/2149",3
"GO:0071801","GO:0071801","regulation of podosome assembly","3/408","13/18614",0.00253851669309463,0.0183457341153435,0.0134316812708534,"3936/4478/387",3
"GO:2001046","GO:2001046","positive regulation of integrin-mediated signaling pathway","3/408","13/18614",0.00253851669309463,0.0183457341153435,0.0134316812708534,"2316/967/3987",3
"GO:0006509","GO:0006509","membrane protein ectodomain proteolysis","5/408","44/18614",0.00265468226939841,0.0190837476720774,0.0139720119442021,"3458/7133/4627/101/7076",5
"GO:0033003","GO:0033003","regulation of mast cell activation","5/408","44/18614",0.00265468226939841,0.0190837476720774,0.0139720119442021,"5880/11314/4067/10666/8673",5
"GO:1905521","GO:1905521","regulation of macrophage migration","5/408","44/18614",0.00265468226939841,0.0190837476720774,0.0139720119442021,"6352/975/6348/1524/5594",5
"GO:0050821","GO:0050821","protein stabilization","12/408","213/18614",0.00267768740239431,0.0192152356552099,0.014068279810578,"7305/5216/2316/5295/149628/4092/3320/5479/2597/811/3916/1191",12
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","15/408","301/18614",0.00277035956360447,0.0198453173659962,0.0145295890534061,"5366/5295/7314/7133/1396/58515/28996/1051/5034/5478/7009/10550/23645/1191/1032",15
"GO:1901888","GO:1901888","regulation of cell junction assembly","12/408","214/18614",0.00278224505156466,0.019895492684522,0.0145663245081917,"84525/7094/6281/5908/23499/387/51225/71/5786/382/3987/7414",12
"GO:0045069","GO:0045069","regulation of viral genome replication","7/408","86/18614",0.0028068661507965,0.0200013748787526,0.0146438453027384,"6352/10581/60489/8519/684/10410/5478",7
"GO:1900182","GO:1900182","positive regulation of protein localization to nucleus","7/408","86/18614",0.0028068661507965,0.0200013748787526,0.0146438453027384,"3458/2316/5295/149628/7040/3320/2534",7
"GO:0043547","GO:0043547","positive regulation of GTPase activity","14/408","272/18614",0.00283291833830623,0.0201291006487588,0.0147373586951168,"6352/6351/6846/8477/116984/6281/3688/6348/2149/57580/6349/3987/6001/6251",14
"GO:0051604","GO:0051604","protein maturation","16/408","332/18614",0.00283466726506074,0.0201291006487588,0.0147373586951168,"8530/2316/5552/831/6281/811/4627/114769/284106/101/9789/5034/2812/2815/2162/2280",16
"GO:0050728","GO:0050728","negative regulation of inflammatory response","11/408","187/18614",0.00285533789067961,0.020240621291148,0.0148190076340077,"8530/5788/7538/284207/3123/2534/7133/2950/6095/313/4067",11
"GO:1901222","GO:1901222","regulation of NIK/NF-kappaB signaling","8/408","110/18614",0.00291599434785444,0.0206169181233068,0.0150945103247701,"9516/7114/81/811/387/4792/4718/3987",8
"GO:0006605","GO:0006605","protein targeting","16/408","333/18614",0.00291967419464521,0.0206169181233068,0.0150945103247701,"3689/7534/3320/2534/3309/6727/10971/51762/79158/5880/9145/3684/2040/9789/1191/8031",16
"GO:0010799","GO:0010799","regulation of peptidyl-threonine phosphorylation","5/408","45/18614",0.0029337125886943,0.0206169181233068,0.0150945103247701,"801/4092/7040/5594/808",5
"GO:1902622","GO:1902622","regulation of neutrophil migration","5/408","45/18614",0.0029337125886943,0.0206169181233068,0.0150945103247701,"4267/5880/58515/101/9750",5
"GO:1903307","GO:1903307","positive regulation of regulated secretory pathway","5/408","45/18614",0.0029337125886943,0.0206169181233068,0.0150945103247701,"3689/3134/3684/3916/8673",5
"GO:0051607","GO:0051607","defense response to virus","15/408","303/18614",0.00294887494442329,0.0206878042572622,0.0151464090360359,"5551/10581/3458/10417/5366/5788/60489/3320/3659/58515/8519/684/10410/8673/51251",15
"GO:0030888","GO:0030888","regulation of B cell proliferation","6/408","65/18614",0.00296854805548906,0.0207543771426645,0.0151951498371607,"7305/975/5788/22806/11314/4067",6
"GO:0050854","GO:0050854","regulation of antigen receptor-mediated signaling pathway","6/408","65/18614",0.00296854805548906,0.0207543771426645,0.0151951498371607,"975/5788/11126/11314/4067/10666",6
"GO:0048872","GO:0048872","homeostasis of number of cells","15/408","304/18614",0.00304162796636789,0.0211926078477188,0.0155159969134556,"55646/567/3398/5366/7538/7049/301/3146/9289/1524/121260/4067/2149/28996/80739",15
"GO:0140546","GO:0140546","defense response to symbiont","15/408","304/18614",0.00304162796636789,0.0211926078477188,0.0155159969134556,"5551/10581/3458/10417/5366/5788/60489/3320/3659/58515/8519/684/10410/8673/51251",15
"GO:0022604","GO:0022604","regulation of cell morphogenesis","13/408","245/18614",0.00305023002047605,0.0212162757055638,0.0155333251446912,"3689/1072/989/4478/103910/301/2534/23499/6348/4627/7852/832/6678",13
"GO:0036037","GO:0036037","CD8-positive, alpha-beta T cell activation","4/408","28/18614",0.00307004406882544,0.0212814619464838,0.0155810507252419,"3105/864/3133/3659",4
"GO:0090314","GO:0090314","positive regulation of protein targeting to membrane","4/408","28/18614",0.00307004406882544,0.0212814619464838,0.0155810507252419,"3689/2534/3684/2040",4
"GO:0045444","GO:0045444","fat cell differentiation","13/408","246/18614",0.00315827621461463,0.0218487332933217,0.0159963738666823,"3398/7538/284207/7040/6095/4929/51316/1488/7704/51150/1051/5997/11007",13
"GO:0048302","GO:0048302","regulation of isotype switching to IgG isotypes","3/408","14/18614",0.00317867979463685,0.0218487332933217,0.0159963738666823,"5788/30009/121260",3
"GO:0051608","GO:0051608","histamine transport","3/408","14/18614",0.00317867979463685,0.0218487332933217,0.0159963738666823,"4067/8673/8773",3
"GO:0072672","GO:0072672","neutrophil extravasation","3/408","14/18614",0.00317867979463685,0.0218487332933217,0.0159963738666823,"4267/101/9750",3
"GO:1902947","GO:1902947","regulation of tau-protein kinase activity","3/408","14/18614",0.00317867979463685,0.0218487332933217,0.0159963738666823,"3458/3320/1191",3
"GO:0010038","GO:0010038","response to metal ion","17/408","367/18614",0.00318950044269165,0.0218862016909279,0.0160238060518001,"567/801/3309/4155/1396/811/8826/3725/4502/8644/241/71/682/5594/5499/808/3726",17
"GO:0006949","GO:0006949","syncytium formation","6/408","66/18614",0.00320633296156742,0.0219647279854602,0.0160812984450131,"7305/975/3688/963/4627/9750",6
"GO:0051495","GO:0051495","positive regulation of cytoskeleton organization","11/408","190/18614",0.00322593216074636,0.022032228568161,0.0161307184522329,"5216/5341/10109/8477/389/6281/11034/387/998/51466/382",11
"GO:0042088","GO:0042088","T-helper 1 type immune response","5/408","46/18614",0.00323331882346903,0.022032228568161,0.0161307184522329,"30009/3123/301/3146/6693",5
"GO:0044788","GO:0044788","modulation by host of viral process","5/408","46/18614",0.00323331882346903,0.022032228568161,0.0161307184522329,"1072/5479/3482/2040/998",5
"GO:0051100","GO:0051100","negative regulation of binding","10/408","163/18614",0.00323780787839265,0.022032228568161,0.0161307184522329,"3001/567/60/7114/3676/3725/4792/114769/5499/7009",10
"GO:0032611","GO:0032611","interleukin-1 beta production","8/408","112/18614",0.00325924892971245,0.0221043238560864,0.0161835024358259,"3458/7305/149628/2950/6348/1524/2149/114769",8
"GO:0032651","GO:0032651","regulation of interleukin-1 beta production","8/408","112/18614",0.00325924892971245,0.0221043238560864,0.0161835024358259,"3458/7305/149628/2950/6348/1524/2149/114769",8
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","12/408","219/18614",0.00335596066428703,0.0227224180525481,0.0166360351167227,"7305/3725/387/7832/6348/4929/1524/3684/2149/28996/101/1051",12
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","15/408","308/18614",0.00343701119854889,0.023232599743425,0.0170095605269898,"1535/5295/5305/4929/1509/4067/57085/5594/5786/5791/7351/2771/896/5315/4149",15
"GO:0070613","GO:0070613","regulation of protein processing","6/408","67/18614",0.00345803237485404,0.0233359933111011,0.0170852592936758,"8530/831/6281/4627/114769/101",6
"GO:0000413","GO:0000413","protein peptidyl-prolyl isomerization","4/408","29/18614",0.00350048079603914,0.0235056997111294,0.0172095084657435,"5479/51303/5478/2280",4
"GO:0001778","GO:0001778","plasma membrane repair","4/408","29/18614",0.00350048079603914,0.0235056997111294,0.0172095084657435,"79026/6281/4627/309",4
"GO:0010800","GO:0010800","positive regulation of peptidyl-threonine phosphorylation","4/408","29/18614",0.00350048079603914,0.0235056997111294,0.0172095084657435,"801/7040/5594/808",4
"GO:0002861","GO:0002861","regulation of inflammatory response to antigenic stimulus","5/408","47/18614",0.00355433702902932,0.0237386735885385,0.0173800784111117,"975/3133/3123/2534/4067",5
"GO:0018208","GO:0018208","peptidyl-proline modification","5/408","47/18614",0.00355433702902932,0.0237386735885385,0.0173800784111117,"5479/51303/5034/5478/2280",5
"GO:0051348","GO:0051348","negative regulation of transferase activity","14/408","279/18614",0.00355659303523824,0.0237386735885385,0.0173800784111117,"3458/5788/7538/4092/5305/1843/2950/4616/11314/4067/5478/5997/5577/1032",14
"GO:0010631","GO:0010631","epithelial cell migration","17/408","371/18614",0.00355847143341439,0.0237386735885385,0.0173800784111117,"3458/5216/9839/7040/7114/301/3146/3688/811/23499/3725/387/4627/152007/51466/382/6678",17
"GO:0022406","GO:0022406","membrane docking","7/408","90/18614",0.00362356850630044,0.0241334399210467,0.017669103397595,"801/5341/4478/51762/1488/8673/8724",7
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","17/408","372/18614",0.0036560303981561,0.0243099182755045,0.0177983106014811,"6352/3458/3689/975/4145/5788/7040/3716/8459/2534/11314/4067/28996/5775/7294/7535/5315",17
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","16/408","341/18614",0.00367871209921007,0.0244208966064825,0.0178795624914462,"3458/801/5788/4092/7040/1843/2950/4616/3725/11314/4067/5478/5997/5577/808/1032",16
"GO:0090132","GO:0090132","epithelium migration","17/408","374/18614",0.00385778433040678,0.0254947248310294,0.0186657571654275,"3458/5216/9839/7040/7114/301/3146/3688/811/23499/3725/387/4627/152007/51466/382/6678",17
"GO:0097305","GO:0097305","response to alcohol","13/408","252/18614",0.00387391350247514,0.0254947248310294,0.0186657571654275,"1535/7040/54331/7049/2534/387/6348/3490/8644/5729/51150/5997/808",13
"GO:0007520","GO:0007520","myoblast fusion","5/408","48/18614",0.00389760147323886,0.0254947248310294,0.0186657571654275,"975/3688/963/4627/9750",5
"GO:0030865","GO:0030865","cortical cytoskeleton organization","5/408","48/18614",0.00389760147323886,0.0254947248310294,0.0186657571654275,"3936/5341/7094/811/382",5
"GO:0001771","GO:0001771","immunological synapse formation","3/408","15/18614",0.00390927453861466,0.0254947248310294,0.0186657571654275,"5551/975/4478",3
"GO:0002836","GO:0002836","positive regulation of response to tumor cell","3/408","15/18614",0.00390927453861466,0.0254947248310294,0.0186657571654275,"3123/11126/10666",3
"GO:0002839","GO:0002839","positive regulation of immune response to tumor cell","3/408","15/18614",0.00390927453861466,0.0254947248310294,0.0186657571654275,"3123/11126/10666",3
"GO:0048291","GO:0048291","isotype switching to IgG isotypes","3/408","15/18614",0.00390927453861466,0.0254947248310294,0.0186657571654275,"5788/30009/121260",3
"GO:0070262","GO:0070262","peptidyl-serine dephosphorylation","3/408","15/18614",0.00390927453861466,0.0254947248310294,0.0186657571654275,"1843/5499/23645",3
"GO:0098883","GO:0098883","synapse pruning","3/408","15/18614",0.00390927453861466,0.0254947248310294,0.0186657571654275,"3688/1524/3684",3
"GO:1902563","GO:1902563","regulation of neutrophil activation","3/408","15/18614",0.00390927453861466,0.0254947248310294,0.0186657571654275,"3689/11314/3684",3
"GO:0070555","GO:0070555","response to interleukin-1","9/408","141/18614",0.00394195960531304,0.0256668168550415,0.0187917529528543,"6352/6351/1535/6846/301/6095/6348/1051/6349",9
"GO:0030336","GO:0030336","negative regulation of cell migration","17/408","375/18614",0.00396205401204123,0.0256862199381602,0.0188059587636703,"22914/4092/7040/1843/3146/811/387/8519/9289/1524/11314/684/397/51466/7414/7076/9750",17
"GO:1901653","GO:1901653","cellular response to peptide","17/408","375/18614",0.00396205401204123,0.0256862199381602,0.0188059587636703,"1535/5295/5305/2534/3676/4929/1509/4067/57085/5594/5786/5791/7351/2771/896/5315/4149",17
"GO:0002507","GO:0002507","tolerance induction","4/408","30/18614",0.00397014685010817,0.0256862199381602,0.0188059587636703,"3106/3133/3146/4067",4
"GO:0072539","GO:0072539","T-helper 17 cell differentiation","4/408","30/18614",0.00397014685010817,0.0256862199381602,0.0188059587636703,"4092/30009/6095/3726",4
"GO:0045185","GO:0045185","maintenance of protein location","7/408","92/18614",0.00409410596564508,0.0264462375847375,0.0193623995539308,"23345/2316/5552/7114/3309/25777/4792",7
"GO:0038061","GO:0038061","NIK/NF-kappaB signaling","9/408","142/18614",0.00412960084470941,0.026633311776955,0.0194993644149753,"9516/7114/81/5966/811/387/4792/4718/3987",9
"GO:0030838","GO:0030838","positive regulation of actin filament polymerization","5/408","49/18614",0.00426394339445425,0.0274562926947796,0.0201019032564693,"5216/10109/387/51466/382",5
"GO:0090130","GO:0090130","tissue migration","17/408","379/18614",0.00440263881501086,0.0283046621608585,0.0207230301188042,"3458/5216/9839/7040/7114/301/3146/3688/811/23499/3725/387/4627/152007/51466/382/6678",17
"GO:0006898","GO:0006898","receptor-mediated endocytosis","13/408","256/18614",0.00442008838257496,0.0283720948777568,0.0207724004386241,"567/3689/975/967/3688/3676/2207/3482/3684/440400/10487/382/1191",13
"GO:0043304","GO:0043304","regulation of mast cell degranulation","4/408","31/18614",0.00448065343061799,0.0286357538590747,0.0209654362353383,"5880/11314/4067/8673",4
"GO:0150117","GO:0150117","positive regulation of cell-substrate junction organization","4/408","31/18614",0.00448065343061799,0.0286357538590747,0.0209654362353383,"5295/6281/382/3987",4
"GO:0051047","GO:0051047","positive regulation of secretion","15/408","317/18614",0.00448224017715645,0.0286357538590747,0.0209654362353383,"3458/1535/3689/7040/3123/3134/6281/51762/3684/101/5478/3916/8673/382/2771",15
"GO:0006936","GO:0006936","muscle contraction","16/408","349/18614",0.00459318370368118,0.0292986178031369,0.0214507467258646,"801/2316/4637/4092/3320/7170/7402/387/7852/9172/2149/5997/309/10398/808/7171",16
"GO:1903317","GO:1903317","regulation of protein maturation","6/408","71/18614",0.0046137728315236,0.029383965720766,0.0215132335154102,"8530/831/6281/4627/114769/101",6
"GO:0050767","GO:0050767","regulation of neurogenesis","17/408","381/18614",0.00463757851699968,0.0294435670331631,0.0215568701355863,"3458/567/3398/8553/7040/6281/7133/3688/4155/23499/7832/7852/430/1524/4067/7533/4673",17
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","17/408","381/18614",0.00463757851699968,0.0294435670331631,0.0215568701355863,"5366/5788/7314/1075/2923/2950/4929/1524/5499/5034/5478/27166/7009/2771/5196/1191/1032",17
"GO:0016045","GO:0016045","detection of bacterium","3/408","16/18614",0.00473391197395645,0.0297310095621672,0.0217673188649202,"3106/3105/3123",3
"GO:0045651","GO:0045651","positive regulation of macrophage differentiation","3/408","16/18614",0.00473391197395645,0.0297310095621672,0.0217673188649202,"3398/7040/5196",3
"GO:0048385","GO:0048385","regulation of retinoic acid receptor signaling pathway","3/408","16/18614",0.00473391197395645,0.0297310095621672,0.0217673188649202,"811/8644/1488",3
"GO:0051014","GO:0051014","actin filament severing","3/408","16/18614",0.00473391197395645,0.0297310095621672,0.0217673188649202,"1072/11034/4627",3
